,census_tract,EDU_2017
0,101,22.1
1,102.01,24.3
2,102.02,24.3
3,103,39.1
4,104,78.6
5,105.01,79.1
6,105.02,72.9
7,105.03,90.3
8,106,55.1
9,107.01,25.5
10,107.02,31.3
11,201,38.2
12,202,18.4
13,203.01,13.3
14,203.02,22.6
15,204,24.9
16,205,32.8
17,206.01,21.2
18,206.02,19.4
19,207.01,29.6
20,207.02,26.8
21,208.01,39.5
22,208.02,36.6
23,209.01,32.4
24,209.02,25.2
25,301.01,41.3
26,301.02,81.1
27,301.03,96.3
28,301.04,96.1
29,302,43.1
30,303,21.5
31,304,43.7
32,305,31.4
33,306.01,35.9
34,306.03,53.8
35,306.04,73.9
36,307.01,60.2
37,307.02,90.1
38,307.03,62.1
39,307.06,60.8
40,308,42.1
41,309,58.9
42,310,50.7
43,311,70.8
44,312,38.1
45,313,44
46,314,85.5
47,315.01,40.5
48,315.02,51.2
49,317,56.8
50,318,37.5
51,319,50.7
52,321,74.4
53,401,25.6
54,402.01,54.8
55,402.02,36.9
56,403,42.2
57,404.01,56.2
58,404.02,33.9
59,406,43.8
60,407,37.1
61,408,37.5
62,409,51
63,501,21.9
64,502,16.8
65,503,39.6
66,505,21.3
67,506,45.4
68,507,29
69,508,24.9
70,509,25.7
71,510,19.1
72,511,18.9
73,512,23.4
74,513,15.6
75,514,34.8
76,601,20
77,602,32.7
78,603,28.3
79,604,48.4
80,605,54
81,608,63
82,609,71.9
83,610,96.5
84,611,72.8
85,612,49.3
86,615,46.2
87,618,78.8
88,619.01,65.5
89,619.02,79.9
90,620,55.3
91,621,83
92,622,72
93,623,38.2
94,624,32.9
95,625,42.1
96,626,34.8
97,627,47.7
98,628,38.2
99,629,58.3
100,630,57
101,631,67.3
102,632,63.7
103,633.01,86.6
104,633.02,87.3
105,633.03,78.5
106,634,68.7
107,701.01,56.1
108,701.02,59.8
109,701.03,87.5
110,702,54.1
111,703,62.8
112,704,58.4
113,705,38.5
114,706,20.2
115,707,27.7
116,710,87.6
117,711,75.2
118,712,39.3
119,713,40.2
120,714,57
121,715,57.5
122,716,21.9
123,717,17.2
124,718,23
125,801,59.4
126,802.01,79.7
127,802.02,61.5
128,803,55.1
129,804,21.1
130,810,88.2
131,811,93
132,812.01,81.4
133,812.02,71.2
134,813,71.7
135,814.01,68.9
136,814.02,65.2
137,814.03,74.6
138,815,86
139,816,80
140,817,91.6
141,818,73.5
142,819,20.7
143,901,20
144,902,23.3
145,903,25.8
146,1001,30.3
147,1002,30.2
148,1003,29.5
149,1004,23
150,1005,20.1
151,1006,23
152,1007,30.5
153,1101,18.7
154,1102,30.7
155,1103,35.2
156,1104,44.1
157,1105.01,31.4
158,1105.02,31.8
159,1201,10.4
160,1202,10.3
161,1203,21.6
162,1204,33.3
163,1301,18.6
164,1302,27.9
165,1303,31.3
166,1401,26.1
167,1402,63.6
168,1403.01,20.1
169,1403.02,24.1
170,1404,28.6
171,1405,16
172,1406.01,30.2
173,1406.02,21.9
174,1407.01,25.9
175,1407.02,22.9
176,1408,28.7
177,1502,30.2
178,1503,35.2
179,1504.01,29.1
180,1504.02,45.7
181,1505.01,32.7
182,1505.02,25.8
183,1506,32
184,1507,35.7
185,1508,21.5
186,1510.01,25.1
187,1510.02,30.3
188,1511,18
189,1512,20.6
190,1601,21.4
191,1602,35.5
192,1603,54.7
193,1604,27.4
194,1605.01,23.3
195,1605.02,27.3
196,1606.01,31
197,1606.02,39.1
198,1607,22.5
199,1608,32.8
200,1609,32.8
201,1610,26.9
202,1611,23.8
203,1612,29.2
204,1613,39
205,1701,61.5
206,1702,27.1
207,1703,23.3
208,1704,31.1
209,1705,26.7
210,1706,26.2
211,1707,33.8
212,1708,32.4
213,1709,19.4
214,1710,32.5
215,1711,26.7
216,1801,32.1
217,1901,18.5
218,1902,20.9
219,1903,35.8
220,1904.01,27.6
221,1904.02,19.4
222,1906.01,28.2
223,1906.02,18.6
224,1907.01,17.5
225,1907.02,20.9
226,1908,20.1
227,1909,21.8
228,1910,25.1
229,1911,13.4
230,1912,12.1
231,1913.01,18.6
232,1913.02,18.8
233,2001,24.4
234,2002,29.2
235,2003,28.3
236,2004.01,15.3
237,2004.02,26.6
238,2101,33.6
239,2104,23.2
240,2105.01,26.4
241,2105.02,26.2
242,2106.01,29.7
243,2106.02,35.1
244,2107,35.2
245,2108,50.4
246,2109,15.1
247,2203,31.1
248,2204,48
249,2205,50.3
250,2206.01,24.1
251,2206.02,39.1
252,2207.01,24.3
253,2207.02,26.9
254,2209.01,19.8
255,2209.02,21.7
256,2210,23.4
257,2211,39.5
258,2212,35
259,2213,57.4
260,2214,33
261,2215,33.3
262,2216,36.3
263,2222,48.8
264,2225,37.7
265,2226,48.8
266,2227,17
267,2228,33.5
268,2229,28.4
269,2301,24.7
270,2302,21.3
271,2303,15.6
272,2304,30.1
273,2305,24.3
274,2306,19.3
275,2307,10.9
276,2308,28.7
277,2309,23.7
278,2311,28
279,2312,15.3
280,2315,15.6
281,2402,32.7
282,2403,39.2
283,2405,33.6
284,2406,36.1
285,2407,32.4
286,2408,32.2
287,2409,37.9
288,2410,17.3
289,2411,45.8
290,2412,50.5
291,2413,27.3
292,2414,56.4
293,2415,32.4
294,2416,65
295,2420,61.6
296,2421,50.5
297,2422,58.7
298,2423,69.6
299,2424,58.1
300,2425,39.5
301,2426,28.5
302,2427,27.6
303,2428,31.2
304,2429,46.9
305,2430,30.9
306,2431,43.7
307,2432,22.5
308,2433,45.2
309,2434,46
310,2435,48.3
311,2502,15.8
312,2503,29.5
313,2504,28.9
314,2505,29.8
315,2506,17.6
316,2507,9.9
317,2508,15.3
318,2510,19.4
319,2511,11.4
320,2512,29.8
321,2513,33.7
322,2514,30
323,2515,16
324,2516,19
325,2517,23.5
326,2518,15.7
327,2519,18.4
328,2520,25.8
329,2521.01,30.8
330,2521.02,15.9
331,2522.01,33.2
332,2522.02,13.6
333,2601,19.8
334,2602,32
335,2603,14.1
336,2604,11.1
337,2605,11.9
338,2606,7.2
339,2607,3.7
340,2608,23.8
341,2609,3.1
342,2610,20.9
343,2705,9.4
344,2712,15.1
345,2713,12.7
346,2714,13
347,2715,14.1
348,2718,17.3
349,2801,84.5
350,2804,10.6
351,2808,38.2
352,2809,15.7
353,2819,90.6
354,2827,33.6
355,2828,67.6
356,2831,69.9
357,2832,69
358,2838,30.7
359,2909,25.1
360,2912,18.7
361,2916,47.9
362,2922,17.7
363,2924,25.4
364,2925,22.9
365,3005,21
366,3006,25.5
367,3007,19.3
368,3008,14.4
369,3009,24.1
370,3011,19
371,3012,14.3
372,3016,18.8
373,3017.01,17.8
374,3017.02,15.3
375,3018.01,7.3
376,3018.02,21.5
377,3018.03,18.3
378,3102,37.9
379,3103,42.7
380,3104,33.5
381,3105,37.4
382,3106,49.7
383,3107,56.1
384,3108,33.3
385,3109,26.5
386,3201,78.8
387,3204,99.2
388,3206,80.5
389,3301,44.6
390,3302,15.2
391,3403,23
392,3404,51.8
393,3405,57.2
394,3406,19.8
395,3501,91.6
396,3504,12.8
397,3510,79.8
398,3511,26.6
399,3514,16.3
400,3515,60.8
401,3602,17.2
402,3801,20.7
403,3802,43.9
404,3805,11.4
405,3807,46.4
406,3812,58.6
407,3814,26.2
408,3815,19.6
409,3817,-
410,3818,45.9
411,3819,23
412,3901,29.7
413,3902,25.6
414,3903,23.4
415,3904,35
416,3905,45.3
417,3906,47
418,3907,81.8
419,4003,6.8
420,4004,27.8
421,4005,13.5
422,4008,18.1
423,4101,75.8
424,4102,87.5
425,4105,74.2
426,4106,72.5
427,4107,79.8
428,4108,65.1
429,4109,58.5
430,4110,84.5
431,4111,65.6
432,4112,59.6
433,4201,23.3
434,4202,45.2
435,4203,93.3
436,4204,72.6
437,4205,28.8
438,4206,32.9
439,4207,32.7
440,4208,28.7
441,4212,16.9
442,4301.01,21.8
443,4301.02,41.5
444,4302,15.5
445,4303,15.1
446,4304,21
447,4305,27.3
448,4306,33.6
449,4307,39.7
450,4308,39.6
451,4309,41.8
452,4312,26.5
453,4313.01,36.3
454,4313.02,28.5
455,4314,32.7
456,4401.01,12.2
457,4401.02,29.8
458,4402.01,28.2
459,4402.02,29.5
460,4403,39.1
461,4406,31.9
462,4407,22.3
463,4408,31.4
464,4409,12.9
465,4503,42.2
466,4601,17.6
467,4602,21.6
468,4603.01,13.3
469,4603.02,19.8
470,4604,10.2
471,4605,49.7
472,4606,18.2
473,4607,22.1
474,4610,23.8
475,4701,27.9
476,4801,46.3
477,4802,34.1
478,4803,29.8
479,4804,36.8
480,4805,21.2
481,4903,23.3
482,4904,66.2
483,4905,46.1
484,4906,32.6
485,4907,20.7
486,4908,27
487,4909.01,22.6
488,4909.02,21.3
489,4910,10.7
490,4911,22.6
491,4912,24.2
492,4913,29.6
493,4914,27
494,5001,34.5
495,5002,36.3
496,5003,32
497,5101,16.6
498,5102,31.2
499,5103,17.4
500,5201,14.4
501,5202,12.8
502,5203,14.5
503,5204,27
504,5205,27.3
505,5206,13.1
506,5301,26.7
507,5302,11.8
508,5303,18.8
509,5304,30
510,5305.01,12.8
511,5305.02,40.5
512,5305.03,20.6
513,5306,31.6
514,5401.01,8.1
515,5401.02,10.7
516,5501,27.2
517,5502,24.1
518,5601,16.1
519,5602,26.3
520,5603,26.8
521,5604,32.9
522,5607,15.8
523,5608,24.8
524,5609,37.9
525,5610,32.7
526,5611,25.4
527,5701,18.2
528,5702,36.3
529,5703,18.2
530,5704,27.4
531,5705,26.5
532,5801,21.9
533,5802,14.4
534,5803,27.6
535,5804,13.3
536,5805.01,16.6
537,5805.02,34.1
538,5806,16.3
539,5807,20.6
540,5808,26.1
541,5905,41.5
542,5906,29.9
543,5907,15.6
544,6004,32.4
545,6006,30.6
546,6007,18.1
547,6009,43.1
548,6103,12.5
549,6104,17.5
550,6108,16.2
551,6110,15.3
552,6111,13.6
553,6112,9.5
554,6113,13.5
555,6114,15
556,6115,11.5
557,6116,28.7
558,6117,23.1
559,6118,15
560,6119,7.4
561,6120,11.7
562,6121,38.6
563,6201,20
564,6202,30.9
565,6203,20.3
566,6204,21.5
567,6301,20.9
568,6302,13.5
569,6303,15.2
570,6304,15.6
571,6305,12.1
572,6308,13.9
573,6309,18.9
574,6401,34.1
575,6403,31.5
576,6404,19.2
577,6405,29
578,6406,20.7
579,6407,17.7
580,6408,14.9
581,6501,14
582,6502,11.4
583,6503.01,15.4
584,6503.02,16.8
585,6504,20.2
586,6505,18.3
587,6603.01,10.8
588,6603.02,14.2
589,6604,16.5
590,6605,11.8
591,6606,25.5
592,6607,26.6
593,6608,12.6
594,6609,9.1
595,6610,20.5
596,6611,25.7
597,6701,7.4
598,6702,18.6
599,6703,31.5
600,6704,19.7
601,6705,16.6
602,6706,12.8
603,6707,8.1
604,6708,8.6
605,6709,15.6
606,6711,4.5
607,6712,7.4
608,6713,21.1
609,6714,23.9
610,6715,20.9
611,6716,30
612,6718,18.7
613,6719,19.9
614,6720,6.7
615,6805,3.7
616,6806,20.1
617,6809,20.8
618,6810,44.1
619,6811,18
620,6812,14.2
621,6813,23.1
622,6814,14.8
623,6903,20.5
624,6904,34.4
625,6905,27.4
626,6909,29.1
627,6910,32.8
628,6911,20.7
629,6912,11.5
630,6913,31.7
631,6914,30.7
632,6915,30.7
633,7001,24.6
634,7002,21.6
635,7003.01,17.5
636,7003.02,21.4
637,7004.01,24.6
638,7004.02,25.1
639,7005.01,29.1
640,7005.02,34.9
641,7101,28.2
642,7102,22.5
643,7103,16
644,7104,23.7
645,7105,26
646,7106,25.2
647,7107,22.6
648,7108,51.5
649,7109,20.7
650,7110,26.2
651,7111,15.1
652,7112,31.5
653,7113,18.8
654,7114,31.7
655,7115,34.4
656,7201,18.9
657,7202,23.6
658,7203,25.8
659,7204,20.6
660,7205,12.3
661,7206,21.2
662,7207,35.6
663,7301,29.7
664,7302.01,41.5
665,7302.02,17.6
666,7303,27.6
667,7304,32.8
668,7305,23.2
669,7306,30.2
670,7307,32.2
671,7401,25.1
672,7402,48
673,7403,19.5
674,7404,24.3
675,7501,47.8
676,7502,13
677,7503,20.2
678,7504,30
679,7505,14.7
680,7506,19.4
681,7608.01,52.9
682,7608.02,17.9
683,7608.03,30
684,7702.01,25.3
685,7702.02,32.3
686,7703,38.3
687,7704,38.5
688,7705,13.4
689,7706.01,33.7
690,7706.02,18.4
691,7707,34.2
692,7708,28.1
693,7709.01,33.2
694,7709.02,25.2
695,8001,14.6
696,8002,9
697,8003,16.7
698,8004,8.5
699,8005,11.3
700,8006,9.2
701,8007,13.9
702,8008,15.6
703,8009,15.3
704,8010,10.3
705,8011,6.4
706,8012,19.9
707,8013,12.6
708,8014,19.2
709,8015,12.4
710,8016.01,23.8
711,8016.03,22.3
712,8016.05,12.7
713,8016.06,23.2
714,8016.07,26.6
715,8016.08,16.4
716,8017.01,14
717,8017.02,11.4
718,8018,11.5
719,8019.01,16.6
720,8019.02,17.9
721,8020.02,11.4
722,8020.03,20.8
723,8020.04,23.6
724,8021,5.6
725,8022,11.2
726,8023,12.5
727,8024.02,22.2
728,8024.03,18.2
729,8024.04,24.5
730,8025.03,18.1
731,8025.04,23.5
732,8025.05,23.5
733,8025.06,10.5
734,8026.05,23.3
735,8026.07,11.5
736,8026.08,18.7
737,8026.09,31.4
738,8026.1,22.2
739,8027.01,23.7
740,8027.02,31
741,8028.01,25.5
742,8028.02,16.4
743,8029,14.2
744,8030.05,28.2
745,8030.07,30.9
746,8030.08,21.3
747,8030.1,14.8
748,8030.12,35.3
749,8030.13,24.2
750,8030.14,31.6
751,8030.15,20.5
752,8030.16,15.1
753,8030.17,33
754,8031,21.3
755,8032,27.9
756,8033,28.5
757,8034,17
758,8035,18
759,8036.03,30.3
760,8036.04,19.3
761,8036.05,27.7
762,8036.06,13.5
763,8036.07,20
764,8036.08,21.1
765,8036.1,27.2
766,8036.11,18.9
767,8036.12,19.1
768,8037.01,31.5
769,8037.02,20.7
770,8038,25.8
771,8039.01,24.5
772,8039.02,27.2
773,8040,33.4
774,8041.02,24.1
775,8041.04,23.9
776,8041.05,20.2
777,8041.06,24.4
778,8041.08,28.4
779,8041.09,17.4
780,8042.01,13.3
781,8042.02,16
782,8043.05,22.7
783,8043.06,33.5
784,8043.08,20.1
785,8043.09,20.4
786,8043.1,18.8
787,8043.11,16
788,8044.03,16.9
789,8044.04,19.7
790,8044.05,19.4
791,8044.06,18.1
792,8045.05,22.5
793,8045.06,27.5
794,8045.07,18.9
795,8045.08,22.9
796,8045.09,21.6
797,8045.1,13.2
798,8045.11,12.6
799,8046.03,25.3
800,8046.06,30.6
801,8046.07,26.8
802,8046.08,22.8
803,8046.09,27.5
804,8046.1,38.7
805,8046.11,28.4
806,8047.01,18.6
807,8047.05,24.5
808,8047.06,30.1
809,8047.09,34.4
810,8047.1,26.1
811,8047.11,16.7
812,8047.12,19.7
813,8047.13,36.8
814,8047.14,32.8
815,8047.15,25.3
816,8047.16,22
817,8048.03,19.1
818,8048.04,28
819,8048.05,18.3
820,8048.06,22
821,8048.07,22
822,8048.08,24.4
823,8048.09,20.7
824,8048.1,13.3
825,8049.01,22.7
826,8049.02,19.2
827,8050.01,19.6
828,8050.02,30.7
829,8051.05,10.6
830,8051.06,34.3
831,8051.07,31.6
832,8051.08,30.7
833,8051.09,23.6
834,8051.1,13.6
835,8051.11,25.6
836,8051.12,38.1
837,8052.01,34.1
838,8052.02,21.4
839,8053.01,39.8
840,8053.02,42.9
841,8054.01,30.6
842,8054.02,44.3
843,8055.01,19.2
844,8055.02,14.9
845,8056,26.1
846,8057.01,18.2
847,8057.02,20.3
848,8058.01,18
849,8058.02,24.5
850,8059.01,34.1
851,8059.02,22.4
852,8060.01,45.6
853,8060.02,37
854,8060.03,28.7
855,8060.04,38.4
856,8061.02,29
857,8061.03,20.9
858,8061.04,22.2
859,8062.01,17.1
860,8062.02,14.6
861,8063,30.5
862,8064,26.2
863,8065.01,26.3
864,8065.02,26.1
865,8066,13.7
866,8067,23.9
867,8068.01,30.7
868,8068.02,22.7
869,8069,29.6
870,8070,27.5
871,8071,18.7
872,8072,28.7
873,8073,39.6
874,8074,32.1
875,8075,24.9
876,8076,38
877,8077,23.1
878,8078,28.4
879,8079,27.5
880,8080.01,41
881,8080.02,19.7
882,8081,26
883,8082,38.6
884,8083.01,33.5
885,8083.02,36.4
886,8084,28.2
887,8085,34.1
888,8086,18.5
889,8087.02,98.1
890,8088,52.9
891,8089,16.7
892,8090,13.3
893,8091,5.9
894,8092,33.7
895,8093,85.3
896,8094,84.8
897,8095,65
898,8096,21.5
899,8097,21.2
900,8098,24.4
901,8099,19.8
902,8100,42
903,8101,24.7
904,8102,24.7
905,8103.01,20.9
906,8103.02,16.7
907,8104,15.1
908,8105.01,35.6
909,8105.02,36.5
910,8106,31.1
911,8107.01,21.7
912,8107.02,23.2
913,8108,43.9
914,8109,32.3
915,8110,28.3
916,8111,35.4
917,8112,21
918,8113.01,15.1
919,8113.02,12.8
920,8114.01,22.3
921,8114.02,34.4
922,8115,39.3
923,8116,21.3
924,8117.01,31.8
925,8117.02,20.9
926,8118,20.5
927,8119,47.9
928,8120,21.4
929,8121,9.5
930,8122,15.3
931,8123.01,50.9
932,8123.02,29.7
933,8124,16.1
934,8125,29.3
935,8126,31.3
936,8127,38.3
937,8128.01,30.5
938,8128.02,38.9
939,8129,24.5
940,8130,29
941,8131,31.3
942,8132,19.7
943,8133.01,11.1
944,8133.02,21.3
945,8134,11.9
946,8135,24.4
947,8136,25.2
948,8137.01,16.7
949,8137.02,12.6
950,8138.01,19
951,8138.02,23.8
952,8139,19.4
953,8140,21.2
954,8141,29.2
955,8142,21.7
956,8143,18.3
957,8144,25.3
958,8145,31.8
959,8146,25.8
960,8147,24.1
961,8148,39
962,8149,27.8
963,8150,33
964,8151,31.4
965,8152,17.8
966,8153,22.9
967,8154,24.3
968,8155,29.1
969,8156,23
970,8157.01,27.9
971,8157.02,17.8
972,8158,18.9
973,8159,61.9
974,8160,44.5
975,8161,43
976,8162,31.2
977,8163,24.6
978,8164.01,22
979,8164.02,11
980,8165,13.7
981,8166,15.2
982,8167,16.3
983,8168,27
984,8169,19.7
985,8170,24.6
986,8171.01,29.3
987,8171.02,18.2
988,8172,24.5
989,8173,22.1
990,8174,35.6
991,8175,21.5
992,8176,38.8
993,8177,31.5
994,8179,31.5
995,8180,36.5
996,8181,14.7
997,8182,31
998,8183,23.4
999,8184.01,22.9
1000,8184.02,30.7
1001,8185,26.4
1002,8186,23.1
1003,8187,24.1
1004,8188,29.6
1005,8189,20.3
1006,8190,15.4
1007,8191,23
1008,8192,27.1
1009,8193,28.3
1010,8194,19.3
1011,8195,20.5
1012,8196,13.7
1013,8197,10.9
1014,8198.01,9.3
1015,8198.02,18.1
1016,8199,12.1
1017,8200,8.2
1018,8201.01,22.3
1019,8201.03,26.8
1020,8201.04,25.4
1021,8202.01,20.8
1022,8202.02,18.9
1023,8203,22.7
1024,8204,17.6
1025,8205.01,40.7
1026,8205.02,27.5
1027,8206.03,15.6
1028,8206.04,20.9
1029,8206.05,33.2
1030,8206.06,30.7
1031,8207,8.3
1032,8208,16.3
1033,8209.01,19.4
1034,8209.02,22.3
1035,8210.01,33.1
1036,8210.02,22.6
1037,8211.01,26
1038,8211.02,21.8
1039,8212,19.1
1040,8213,30.1
1041,8214.01,28.2
1042,8214.02,26.6
1043,8215,23.8
1044,8216,21.6
1045,8217,18.7
1046,8218,32.3
1047,8219,19.2
1048,8220,27.8
1049,8221.01,22.7
1050,8221.02,37.2
1051,8222,29.1
1052,8223.01,39.7
1053,8223.02,34.7
1054,8224,25.1
1055,8225,23.7
1056,8226.01,24.1
1057,8226.02,32.1
1058,8227.01,25.7
1059,8227.02,30.1
1060,8228.01,34.8
1061,8228.02,25.2
1062,8229,27.9
1063,8230.01,31.9
1064,8230.02,20
1065,8231.01,26
1066,8231.02,36.4
1067,8232,22.9
1068,8233.02,20.4
1069,8233.03,35.8
1070,8233.04,26.2
1071,8234,32.7
1072,8235,23.7
1073,8236.02,34.4
1074,8236.03,14
1075,8236.04,18.8
1076,8236.05,43.7
1077,8237.02,29.3
1078,8237.03,22.7
1079,8237.04,26.3
1080,8237.05,22.8
1081,8238.01,24.6
1082,8238.03,39.6
1083,8238.05,41.2
1084,8238.06,33.2
1085,8239.01,24.6
1086,8239.03,29.4
1087,8239.04,19.2
1088,8240.03,27.6
1089,8240.04,18
1090,8240.05,27.8
1091,8240.06,21.5
1092,8241.05,23
1093,8241.06,30.4
1094,8241.07,19.6
1095,8241.08,29
1096,8241.13,20
1097,8241.14,22.4
1098,8241.15,27.9
1099,8241.16,18.5
1100,8241.17,25.3
1101,8241.19,28.4
1102,8241.2,15
1103,8241.21,27.7
1104,8241.22,36.4
1105,8241.23,32.3
1106,8243,29.6
1107,8244,18
1108,8245.03,38
1109,8245.05,28.3
1110,8245.06,27.1
1111,8245.07,25
1112,8246.01,16.9
1113,8246.02,25.7
1114,8247.01,10.2
1115,8247.02,21.2
1116,8248,15.2
1117,8249,26.4
1118,8250,33.7
1119,8252,19.9
1120,8253.02,27.2
1121,8253.03,23.6
1122,8253.04,26.2
1123,8254,18.6
1124,8255.01,25.4
1125,8255.03,25
1126,8255.04,24.5
1127,8255.05,34.4
1128,8256,20.1
1129,8257,20.6
1130,8258.01,31.4
1131,8258.02,31.3
1132,8258.03,28.4
1133,8259,23.8
1134,8260,15.5
1135,8261,23.1
1136,8262.01,67.2
1137,8262.02,38.3
1138,8263.01,26.1
1139,8263.03,19.5
1140,8263.04,33.4
1141,8264.01,28.9
1142,8264.02,23.4
1143,8265,26.1
1144,8266,18.3
1145,8267,23.3
1146,8268,14.8
1147,8269.01,15.1
1148,8269.02,22.2
1149,8270,19.4
1150,8271,26
1151,8272,17.5
1152,8273,14.4
1153,8274,26.9
1154,8275,16.9
1155,8276,19.2
1156,8277,26.8
1157,8278.01,22.4
1158,8278.02,21.1
1159,8278.04,21.5
1160,8278.05,33.4
1161,8279.01,39.1
1162,8279.02,14.9
1163,8280,28.2
1164,8281,31.8
1165,8282.01,34.4
1166,8282.02,28.9
1167,8283,32.3
1168,8284.01,32.5
1169,8284.02,25.3
1170,8285.03,16.7
1171,8285.04,24.9
1172,8285.05,14.7
1173,8285.06,32.1
1174,8286.01,24.7
1175,8286.02,17.9
1176,8287.01,18.8
1177,8287.02,34.6
1178,8288.01,20.9
1179,8288.02,24
1180,8289,12.7
1181,8290,21.9
1182,8291,16.2
1183,8292,22.8
1184,8293.01,24
1185,8293.02,24.1
1186,8294.01,27.4
1187,8294.02,26.4
1188,8295,29.6
1189,8296,18.6
1190,8297,14.5
1191,8298,25
1192,8299.01,28
1193,8299.02,24.2
1194,8300.01,3.7
1195,8300.03,31.8
1196,8300.04,39
1197,8300.05,16.7
1198,8300.06,31.2
1199,8300.07,25.9
1200,8300.08,30.4
1201,8301,18.1
1202,8302.01,33.5
1203,8302.02,10.9
1204,8303,34.3
1205,8304,23.3
1206,8305,10.7
1207,8306,31.2
1208,8307,41.1
1209,8308,60.4
1210,8309,42.6
1211,8310,41.9
1212,8311,35.8
1213,8312,18.6
1214,8313,18.9
1215,8314,22.2
1216,8315,34.8
1217,8316,25.2
1218,8317,35.8
1219,8318,50.1
1220,8319,31.3
1221,8320,75.9
1222,8321,68.5
1223,8322,30.7
1224,8323,41.4
1225,8324,32
1226,8325,48.1
1227,8326,52.9
1228,8329,91.7
1229,8330,53.1
1230,8331,43
1231,8333,92.8
1232,8339,23.3
1233,8340,27.2
1234,8342,20.9
1235,8343,32.2
1236,8344,29.1
1237,8345,28.9
1238,8346,12.3
1239,8347,12.1
1240,8348,18.2
1241,8349,11
1242,8350,6.5
1243,8351,13.2
1244,8352,13.4
1245,8355,28.9
1246,8356,21.1
1247,8357,9.7
1248,8358,16.5
1249,8359,31.1
1250,8360,26.3
1251,8361,24.4
1252,8362,97.7
1253,8363,67.8
1254,8364,21.4
1255,8365,25.9
1256,8366,36.9
1257,8367,14.3
1258,8368,11.9
1259,8369,25.4
1260,8370,8.6
1261,8371,48.4
1262,8373,13.3
1263,8374,10.3
1264,8378,25.2
1265,8380,41.6
1266,8381,74.3
1267,8382,82.6
1268,8383,53.5
1269,8386,30.4
1270,8387,11.3
1271,8388,7.1
1272,8390,83.4
1273,8391,83.3
1274,8392,55.2
1275,8395,79.2
1276,8396,17
1277,8397,45.6
1278,8398,52.3
1279,8399,37.8
1280,8400,33.5
1281,8401,26.3
1282,8402,40.8
1283,8403,30.2
1284,8404,35.5
1285,8407,17.3
1286,8408,28.4
1287,8410,48.5
1288,8411,36.3
1289,8412,23.3
1290,8413,23.8
1291,8414,9
1292,8415,14.2
1293,8416,10.3
1294,8417,12.2
1295,8418,19
1296,8419,89.8
1297,8420,96.4
1298,8421,8.1
1299,8422,77
1300,8423,45.4
1301,8424,33.6
1302,8425,19.1
1303,8426,28.4
1304,8428,14.8
1305,8429,7.9
1306,8430,18.9
1307,8431,13.2
1308,8432,27.2
1309,8433,44.1
1310,8434,22.3
1311,8435,28
1312,8436,20.8
1313,8437,23
1314,8438,3.5
1315,8439,34.9
1316,9800,-
1317,9801,-
1318,9900,-