GEOID,perc_rental_housing_2017
17031010100,83.8078292
17031010201,70.7490637
17031010202,73.1557377
17031010300,69.2488263
17031010400,81.5508021
17031010501,87.9471891
17031010502,81.461794
17031010503,80.9342231
17031010600,78.9508854
17031010701,51.3071895
17031010702,77.0131772
17031020100,53.4867503
17031020200,24.8605948
17031020301,27.4282838
17031020302,43.7426901
17031020400,48.5943775
17031020500,73.5074627
17031020601,58.3291394
17031020602,59.7262248
17031020701,41.6260163
17031020702,65.1874192
17031020801,62.1810905
17031020802,61.2961296
17031020901,72.2543353
17031020902,44.1157961
17031030101,65.6779661
17031030102,61.1141754
17031030103,74.4994731
17031030104,61.1220472
17031030200,50.8736286
17031030300,68.7457162
17031030400,57.8065499
17031030500,52.7234637
17031030601,69.5134062
17031030603,93.9804364
17031030604,74.9501992
17031030701,81.2917595
17031030702,42.24
17031030703,74.5853081
17031030706,59.4812478
17031030800,51.108871
17031030900,60.5227882
17031031000,62.2900763
17031031100,76.1427949
17031031200,75.5639098
17031031300,68.5041282
17031031400,47.3922902
17031031501,82.4887387
17031031502,89.9111111
17031031700,71.1610487
17031031800,56.517094
17031031900,66.6931638
17031032100,73.812038
17031040100,49.7185741
17031040201,61.5461847
17031040202,63.8542018
17031040300,27.8962002
17031040401,44.9886963
17031040402,61.0730133
17031040600,62.6852659
17031040700,55.1994768
17031040800,58.7421384
17031040900,64.7058824
17031050100,57.3843416
17031050200,43.215859
17031050300,64.7769517
17031050500,49.7745717
17031050600,48.4903934
17031050700,30.1186944
17031050800,51.1904762
17031050900,57.2402044
17031051000,42.7027027
17031051100,42.3913043
17031051200,59.5993322
17031051300,28.4444444
17031051400,42.9479034
17031060100,52.3227384
17031060200,70.9123758
17031060300,47.5036711
17031060400,53.4024627
17031060500,77.6280323
17031060800,47.0052083
17031060900,61.1513859
17031061000,72.7365209
17031061100,63.3223684
17031061200,63.3375474
17031061500,68.9912827
17031061800,74.301676
17031061901,69.3021201
17031061902,69.0222985
17031062000,66.1498708
17031062100,66.5553701
17031062200,58.4313725
17031062300,50.2816901
17031062400,51.1177347
17031062500,51.1888112
17031062600,35.2941176
17031062700,48.0804388
17031062800,49.9013807
17031062900,60.7853685
17031063000,63.7630662
17031063100,65.2337858
17031063200,64.9347568
17031063301,85.1893725
17031063302,68.9434365
17031063303,59.3913956
17031063400,63.9455782
17031070101,60.3080569
17031070102,74.9470339
17031070103,87.5423729
17031070200,65.4744163
17031070300,61.1281422
17031070400,60.703076
17031070500,44.0213252
17031070600,29.6067849
17031070700,51.9066591
17031071000,50.6243996
17031071100,53.5545024
17031071200,52.1367521
17031071300,52.9510022
17031071400,62.8811777
17031071500,66.0732984
17031071600,42.0027816
17031071700,41.1202186
17031071800,38.3903793
17031080100,55.3789731
17031080201,47.841256
17031080202,43.6714542
17031080300,50.3316139
17031080400,70.0881286
17031081000,87.4075685
17031081100,80.4770642
17031081201,52.1962938
17031081202,26.001128
17031081300,36.5012107
17031081401,47.9685452
17031081402,56.0853618
17031081403,68.7249092
17031081500,57.93601
17031081600,71.6370809
17031081700,75.2069536
17031081800,43.713936
17031081900,44.3099274
17031090100,14.2857143
17031090200,25.3270349
17031090300,20.9072978
17031100100,33.6656094
17031100200,29.4661922
17031100300,33.7070254
17031100400,4.6736503
17031100500,9.3121198
17031100600,20.9153805
17031100700,10.0555556
17031110100,43.8755981
17031110200,49.8384491
17031110300,16.6497976
17031110400,34.1503268
17031110501,24.7990815
17031110502,59.4448206
17031120100,5.5594163
17031120200,16.1704612
17031120300,7.3170732
17031120400,17.1701113
17031130100,51.7829457
17031130200,26.7371601
17031130300,54.5866365
17031140100,74.5115453
17031140200,77.9174147
17031140301,70.2842377
17031140302,52.4072612
17031140400,36.4473684
17031140500,43.9465409
17031140601,59.3681917
17031140602,71.1139081
17031140701,71.471173
17031140702,66.7475728
17031140800,50.6538462
17031150200,48.3176312
17031150300,47.1748579
17031150401,42.6283821
17031150402,28.0952381
17031150501,23.7430168
17031150502,38.5790173
17031150600,31.5328467
17031150700,33.1750339
17031150800,52.6408451
17031151001,52.9411765
17031151002,52.0287958
17031151100,56.4204545
17031151200,27.2801972
17031160100,47.7801268
17031160200,37.3397436
17031160300,61.4308768
17031160400,51.6878805
17031160501,58.9368259
17031160502,56.8992248
17031160601,55.0188679
17031160602,60.6375606
17031160700,51.266104
17031160800,61.161915
17031160900,43.7977099
17031161000,46.6007417
17031161100,27.077748
17031161200,38.0549683
17031161300,62.8214548
17031170100,27.6985743
17031170200,23.5294118
17031170300,34.4155844
17031170400,25.0494397
17031170500,26.0432378
17031170600,18.7057634
17031170700,16.3304515
17031170800,24.7893258
17031170900,33.5375191
17031171000,27.6571856
17031171100,27.5396825
17031180100,21.4899713
17031190100,67.8398058
17031190200,41.0940627
17031190300,50.838635
17031190401,31.5235008
17031190402,39.1941392
17031190601,46.5155332
17031190602,30.5084746
17031190701,61.9230769
17031190702,70.013947
17031190800,57.5037147
17031190900,60.0890208
17031191000,38.108484
17031191100,46.3231616
17031191200,61.2348178
17031191301,60.4832978
17031191302,50.6859206
17031200100,47.4302496
17031200200,57.5814536
17031200300,59.2982456
17031200401,53.6893204
17031200402,48.1586402
17031210100,59.9118943
17031210400,54.2827657
17031210501,79.0143084
17031210502,71.388695
17031210601,55.5913978
17031210602,60.7047872
17031210700,63.7162586
17031210800,60.5820106
17031210900,65.4560811
17031220300,57.0801317
17031220400,60.6617647
17031220500,57.4521232
17031220601,69.5526696
17031220602,75.2308984
17031220701,61.0576923
17031220702,67.1328671
17031220901,68.1632653
17031220902,63.4171908
17031221000,62.4141315
17031221100,68.9161554
17031221200,63.5634029
17031221300,80.4765565
17031221400,57.8668684
17031221500,72.0173536
17031221600,47.0715835
17031222200,50.2844141
17031222500,67.0634921
17031222600,65.356623
17031222700,71.1084906
17031222800,76.1764706
17031222900,44.6666667
17031230100,75.6756757
17031230200,72.4436742
17031230300,67.6806084
17031230400,49.7076023
17031230500,75
17031230600,75.3151261
17031230700,56.5083282
17031230800,41.6184971
17031230900,72.8165939
17031231100,56.0773481
17031231200,68.2417582
17031231500,61.3043478
17031240200,49.1183879
17031240300,50.4215852
17031240500,25.4932912
17031240600,42.0967742
17031240700,65.62986
17031240800,67.1383648
17031240900,74.5526839
17031241000,71.5686275
17031241100,69.5958948
17031241200,66.7590028
17031241300,57.3281453
17031241400,70.008285
17031241500,59.5397179
17031241600,74.6898263
17031242000,73.7688442
17031242100,51.6206483
17031242200,64.281455
17031242300,58.2536648
17031242400,70.8759124
17031242500,64.5244216
17031242600,69.5340502
17031242700,80
17031242800,38.4359401
17031242900,66.3682864
17031243000,63.9344262
17031243100,42.5142857
17031243200,64.8706897
17031243300,59.2760181
17031243400,46.7581998
17031243500,56.1791383
17031250200,41.3436693
17031250300,60.9498681
17031250400,48.6956522
17031250500,27.2077226
17031250600,31.116208
17031250700,63.3761106
17031250800,43.3503836
17031251000,39.2857143
17031251100,68.8569473
17031251200,43.6997319
17031251300,49.3112948
17031251400,73.2476636
17031251500,73.2193732
17031251600,63.0799605
17031251700,53.0898876
17031251800,87.9680786
17031251900,72.9544035
17031252000,79.0172643
17031252101,75.3378378
17031252102,55.4907677
17031252201,63.8124363
17031252202,77.2462831
17031260100,88.7661142
17031260200,62.3626374
17031260300,77.2222222
17031260400,77.8337531
17031260500,77.8210117
17031260600,66.536965
17031260700,65.4121864
17031260800,77.2413793
17031260900,68.6781609
17031261000,73.7991266
17031270500,92.2204214
17031271200,85.5555556
17031271300,75
17031271400,84.3478261
17031271500,67.99117
17031271800,87.7934272
17031280100,61.9036316
17031280400,89.3039049
17031280800,77.0083102
17031280900,81.3370474
17031281900,75.7246377
17031282700,50.1940492
17031282800,65.8950617
17031283100,84.4311377
17031283200,54.8338369
17031283800,63.6523782
17031290900,66.8841762
17031291200,83.5164835
17031291600,63.8655462
17031292200,64.8363252
17031292400,72.2910217
17031292500,62.3563218
17031300500,68.2297773
17031300600,53.2520325
17031300700,68.8586546
17031300800,67.4524025
17031300900,81.9607843
17031301100,71.7336683
17031301200,74.1412214
17031301600,54.1602465
17031301701,69.2232055
17031301702,53.0593607
17031301801,62.7432808
17031301802,64.3518519
17031301803,61.3787991
17031310200,66.0377358
17031310300,71.1988304
17031310400,63.3528265
17031310500,70.9163347
17031310600,74.8846745
17031310700,74.0594059
17031310800,73.1836196
17031310900,66.9736034
17031320100,58.6167943
17031320400,38.030303
17031320600,63.0563798
17031330100,46.1405739
17031330200,45.984252
17031340300,49.9245852
17031340400,58.6583463
17031340500,76.3414634
17031340600,98.7893462
17031350100,99.4677312
17031350400,100
17031351000,90.7494647
17031351100,92.4829157
17031351400,89.2810458
17031351500,86
17031360200,95.0226244
17031380100,78.2089552
17031380200,88.034188
17031380500,100
17031380700,89.2201835
17031381200,68.4414327
17031381400,73.0654762
17031381500,84.8
17031381700,#DIV/0!
17031381800,82.6815642
17031381900,63.099631
17031390100,56.1889251
17031390200,44.9704142
17031390300,89.0896456
17031390400,76.6550523
17031390500,73.0027548
17031390600,53.5329341
17031390700,64.2226955
17031400300,82.278481
17031400400,78.4285714
17031400500,84.9350649
17031400800,95.8143767
17031410100,76.222597
17031410200,85.2807284
17031410500,71.8776551
17031410600,65.5844156
17031410700,71.5725806
17031410800,71.5332926
17031410900,58.5351447
17031411000,49.2248062
17031411100,47.9665072
17031411200,49.7340426
17031420100,94.1891892
17031420200,70.178282
17031420300,76.3118441
17031420400,87.3546512
17031420500,81.7490494
17031420600,85.3101197
17031420700,82.9716194
17031420800,78.8944724
17031421200,67.16141
17031430101,86.0594796
17031430102,86.1065349
17031430200,82.9008932
17031430300,86.5168539
17031430400,78.3758263
17031430500,87.6903553
17031430600,64.3678161
17031430700,87.7680699
17031430800,60
17031430900,63.0841121
17031431200,37.7272727
17031431301,81.037415
17031431302,85.9172329
17031431400,86.8471338
17031440101,96.6442953
17031440102,84.085213
17031440201,80.859375
17031440202,58.3129584
17031440300,37.7386935
17031440600,13.2731959
17031440700,29.5665635
17031440800,72.303207
17031440900,53.5152151
17031450300,32.0352682
17031460100,60.2714932
17031460200,61.7964072
17031460301,53.5152151
17031460302,65.5371901
17031460400,58.0188679
17031460500,46.1747397
17031460600,60
17031460700,74.7451869
17031461000,90.6439854
17031470100,53.2642487
17031480100,21.0466439
17031480200,51.9379845
17031480300,46.9387755
17031480400,13.6036036
17031480500,30.5282005
17031490300,35.483871
17031490400,38.8888889
17031490500,32.6474623
17031490600,22.7272727
17031490700,29.5324971
17031490800,31.7515701
17031490901,64.084507
17031490902,40.2770652
17031491000,47.822374
17031491100,26.3888889
17031491200,33.4293948
17031491300,52.3659306
17031491400,75.6637168
17031500100,53.4526854
17031500200,69.3670886
17031500300,45.6790123
17031510100,37.6753507
17031510200,23.2177264
17031510300,40.1709402
17031520100,39.9624765
17031520200,60.1412714
17031520300,29.8297123
17031520400,33.4661355
17031520500,24.4230769
17031520600,18.227216
17031530100,56.0526316
17031530200,50.764526
17031530300,24.0026161
17031530400,16.3661581
17031530501,43.0573248
17031530502,18.0392157
17031530503,28.4916201
17031530600,57.8835979
17031540101,93.2707355
17031540102,86.6956522
17031550100,34.8305431
17031550200,10.5714286
17031560100,27.4924471
17031560200,17.3333333
17031560300,11.6788321
17031560400,8.9912281
17031560700,42.3243712
17031560800,22.8504673
17031560900,12.6182965
17031561000,15.9250585
17031561100,7.2456047
17031570100,38.7012987
17031570200,25.7191201
17031570300,45.5035971
17031570400,61.1428571
17031570500,55.6771546
17031580100,43.2
17031580200,46.3963964
17031580300,46.7248908
17031580400,45.6931359
17031580501,57.577955
17031580502,50.5486467
17031580600,49.3238434
17031580700,49.1153142
17031580800,62
17031590500,45.9580838
17031590600,44.6491228
17031590700,60.2865916
17031600400,60.1863354
17031600600,55.2104208
17031600700,61.9666048
17031600900,59.9855282
17031610300,64.5634162
17031610400,81.5834768
17031610800,48.6238532
17031611000,68.5810811
17031611100,70.8724832
17031611200,75.9887006
17031611300,67.3543689
17031611400,67.8571429
17031611500,74.4612069
17031611600,50.8264463
17031611700,61.0778443
17031611800,68.7600644
17031611900,61.0169492
17031612000,57.1759259
17031612100,57.6
17031620100,25.0830565
17031620200,34.6994536
17031620300,32.3632715
17031620400,22.3509934
17031630100,57.400722
17031630200,60.5902778
17031630300,45.1012146
17031630400,47.5672582
17031630500,44.717608
17031630800,41.4717627
17031630900,44.4354184
17031640100,55.1724138
17031640300,31.0580205
17031640400,18.8381743
17031640500,22.1059972
17031640600,50.3279666
17031640700,23.7272727
17031640800,29.2910448
17031650100,45.2736318
17031650200,38.4540593
17031650301,21.3125406
17031650302,20.9366391
17031650400,24.1758242
17031650500,22.0760234
17031660301,70.2276708
17031660302,64.0549828
17031660400,38.0787837
17031660500,55.1908397
17031660600,67.9741807
17031660700,49.3527508
17031660800,62.6065773
17031660900,70.901034
17031661000,47.8118162
17031661100,32.8730749
17031670100,56.8062827
17031670200,47.5218659
17031670300,55.8024691
17031670400,51.0679612
17031670500,51.6759777
17031670600,41.0187668
17031670700,48.9637306
17031670800,65.6370656
17031670900,47.4541752
17031671100,66.9811321
17031671200,70.7792208
17031671300,57.0957096
17031671400,43.0131004
17031671500,52.2041763
17031671600,69.9582754
17031671800,49.1176471
17031671900,29.5731707
17031672000,40.8821035
17031680500,60.7843137
17031680600,75.8354756
17031680900,89.1558442
17031681000,69.7829716
17031681100,85.6993737
17031681200,79.4964029
17031681300,68.3646113
17031681400,45.7330416
17031690300,90.3743316
17031690400,71.489665
17031690500,73.9263804
17031690900,68.4431138
17031691000,52.8462998
17031691100,68.2862191
17031691200,68.8617121
17031691300,46.9917012
17031691400,51.4423077
17031691500,71.9590269
17031700100,23.7222758
17031700200,15.6300703
17031700301,11.2529002
17031700302,14.7694104
17031700401,16.4781906
17031700402,12.3743233
17031700501,20.9775967
17031700502,6.9259962
17031710100,88.7473461
17031710200,71.3576159
17031710300,70.2247191
17031710400,48.4118291
17031710500,69.3506494
17031710600,68.4210526
17031710700,71.1309524
17031710800,60.6372045
17031710900,56.8627451
17031711000,53.6328872
17031711100,47.9915433
17031711200,37.4233129
17031711300,52.3642732
17031711400,40.4101327
17031711500,30.6551298
17031720100,10.9899329
