GEOID,work_travel_time_2019
17031010100,82780
17031010201,116735
17031010202,45810
17031010300,111610
17031010400,83185
17031010501,96725
17031010502,63015
17031010503,25380
17031010600,144255
17031010701,67905
17031010702,104780
17031020100,64840
17031020200,93740
17031020301,59865
17031020302,67995
17031020400,71360
17031020500,92535
17031020601,57525
17031020602,66055
17031020701,29625
17031020702,91455
17031020801,126320
17031020802,114720
17031020901,114535
17031020902,67620
17031030101,62440
17031030102,61430
17031030103,36490
17031030104,40690
17031030200,119520
17031030300,71730
17031030400,54555
17031030500,183510
17031030601,68385
17031030603,54055
17031030604,77710
17031030701,36920
17031030702,37655
17031030703,62075
17031030706,52210
17031030800,91700
17031030900,65595
17031031000,92690
17031031100,115860
17031031200,109635
17031031300,141125
17031031400,100900
17031031501,67965
17031031502,82860
17031031700,161515
17031031800,45055
17031031900,58325
17031032100,154710
17031040100,85800
17031040201,153260
17031040202,123885
17031040300,50790
17031040401,70160
17031040402,103125
17031040600,66445
17031040700,71620
17031040800,31860
17031040900,47880
17031050100,58835
17031050200,75910
17031050300,53095
17031050500,116510
17031050600,49195
17031050700,33685
17031050800,27440
17031050900,26345
17031051000,34750
17031051100,28545
17031051200,33350
17031051300,58425
17031051400,42140
17031060100,62055
17031060200,61560
17031060300,72215
17031060400,85285
17031060500,18450
17031060800,120150
17031060900,207480
17031061000,54890
17031061100,37350
17031061200,51010
17031061500,50735
17031061800,33650
17031061901,89465
17031061902,94350
17031062000,77795
17031062100,92400
17031062200,64985
17031062300,33730
17031062400,32770
17031062500,38380
17031062600,51950
17031062700,57110
17031062800,75970
17031062900,84490
17031063000,74205
17031063100,54520
17031063200,153465
17031063301,61345
17031063302,104195
17031063303,17300
17031063400,62045
17031070101,87420
17031070102,75550
17031070103,42310
17031070200,90770
17031070300,80960
17031070400,52680
17031070500,64575
17031070600,58035
17031070700,83030
17031071000,49535
17031071100,59670
17031071200,36360
17031071300,84930
17031071400,96650
17031071500,126005
17031071600,24985
17031071700,23240
17031071800,37615
17031080100,109735
17031080201,71540
17031080202,56685
17031080300,102665
17031080400,71940
17031081000,110980
17031081100,73930
17031081201,65685
17031081202,38095
17031081300,54495
17031081401,30595
17031081402,80620
17031081403,137660
17031081500,80340
17031081600,72230
17031081700,68430
17031081800,189205
17031081900,17110
17031090100,52080
17031090200,107000
17031090300,22040
17031100100,73950
17031100200,106270
17031100300,80850
17031100400,50860
17031100500,79320
17031100600,86325
17031100700,88930
17031110100,80230
17031110200,43760
17031110300,87080
17031110400,97890
17031110501,96665
17031110502,67865
17031120100,63555
17031120200,71905
17031120300,119560
17031120400,62930
17031130100,49460
17031130200,25070
17031130300,87745
17031140100,57170
17031140200,115960
17031140301,45415
17031140302,72900
17031140400,93420
17031140500,67715
17031140601,48585
17031140602,102670
17031140701,60655
17031140702,128115
17031140800,128980
17031150200,154895
17031150300,158755
17031150401,82460
17031150402,75900
17031150501,74980
17031150502,70835
17031150600,81175
17031150700,76050
17031150800,98135
17031151001,53835
17031151002,89145
17031151100,101730
17031151200,70700
17031160100,39830
17031160200,47305
17031160300,76220
17031160400,86925
17031160501,73810
17031160502,65270
17031160601,73680
17031160602,75350
17031160700,127635
17031160800,90585
17031160900,49805
17031161000,33880
17031161100,34640
17031161200,55720
17031161300,72525
17031170100,31300
17031170200,72320
17031170300,95905
17031170400,87935
17031170500,109175
17031170600,40290
17031170700,57865
17031170800,79505
17031170900,30800
17031171000,129060
17031171100,68655
17031180100,131800
17031190100,44855
17031190200,108550
17031190300,117390
17031190401,83480
17031190402,106360
17031190601,107820
17031190602,93590
17031190701,45780
17031190702,78605
17031190800,114225
17031190900,39405
17031191000,42100
17031191100,120255
17031191200,64600
17031191301,98510
17031191302,81150
17031200100,76550
17031200200,105450
17031200300,33280
17031200401,56645
17031200402,77925
17031210100,86270
17031210400,42950
17031210501,66410
17031210502,78230
17031210601,59485
17031210602,73975
17031210700,73670
17031210800,28670
17031210900,58940
17031220300,39335
17031220400,51695
17031220500,54865
17031220601,31685
17031220602,120080
17031220701,72485
17031220702,87295
17031220901,41360
17031220902,47115
17031221000,57030
17031221100,99365
17031221200,69120
17031221300,58640
17031221400,62910
17031221500,50555
17031221600,69045
17031222200,48160
17031222500,28815
17031222600,34725
17031222700,47510
17031222800,15140
17031222900,13430
17031230100,35630
17031230200,32305
17031230300,14715
17031230400,32555
17031230500,44475
17031230600,102605
17031230700,94080
17031230800,25265
17031230900,99500
17031231100,17690
17031231200,99160
17031231500,62870
17031240200,34430
17031240300,25280
17031240500,47835
17031240600,30715
17031240700,31305
17031240800,23700
17031240900,11405
17031241000,35500
17031241100,78330
17031241200,36325
17031241300,38370
17031241400,118975
17031241500,64075
17031241600,82775
17031242000,90505
17031242100,71160
17031242200,77285
17031242300,67705
17031242400,65695
17031242500,68505
17031242600,98355
17031242700,32970
17031242800,32335
17031242900,37230
17031243000,41795
17031243100,37875
17031243200,36180
17031243300,46890
17031243400,49970
17031243500,60810
17031250200,53010
17031250300,73665
17031250400,75315
17031250500,122300
17031250600,63610
17031250700,91550
17031250800,37030
17031251000,12450
17031251100,49075
17031251200,49050
17031251300,58375
17031251400,73485
17031251500,57015
17031251600,50305
17031251700,19005
17031251800,57690
17031251900,55350
17031252000,69985
17031252101,16950
17031252102,113120
17031252201,26070
17031252202,48770
17031260100,14300
17031260200,11195
17031260300,17440
17031260400,9380
17031260500,23730
17031260600,16935
17031260700,16805
17031260800,21805
17031260900,13420
17031261000,28215
17031270500,13615
17031271200,13115
17031271300,11080
17031271400,14985
17031271500,22915
17031271800,5980
17031280100,128635
17031280400,16820
17031280800,8520
17031280900,10940
17031281900,110825
17031282700,34370
17031282800,22305
17031283100,38655
17031283200,26110
17031283800,58610
17031290900,39305
17031291200,25230
17031291600,16275
17031292200,24295
17031292400,37565
17031292500,48910
17031300500,46270
17031300600,45305
17031300700,73040
17031300800,60365
17031300900,66585
17031301100,29700
17031301200,49975
17031301600,53790
17031301701,61700
17031301702,64245
17031301801,41205
17031301802,45435
17031301803,66485
17031310200,27430
17031310300,27475
17031310400,23275
17031310500,22070
17031310600,67280
17031310700,23560
17031310800,68190
17031310900,86180
17031320100,221830
17031320400,19530
17031320600,103015
17031330100,391075
17031330200,44905
17031340300,16285
17031340400,34240
17031340500,14970
17031340600,5980
17031350100,41555
17031350400,18985
17031351000,58660
17031351100,17920
17031351400,17425
17031351500,9165
17031360200,16950
17031380100,16415
17031380200,17230
17031380500,12995
17031380700,11640
17031381200,22835
17031381400,22175
17031381500,4825
17031381700,-
17031381800,18985
17031381900,20320
17031390100,26025
17031390200,30990
17031390300,30245
17031390400,39675
17031390500,21640
17031390600,24865
17031390700,77865
17031400300,16610
17031400400,24460
17031400500,30605
17031400800,30600
17031410100,26790
17031410200,15245
17031410500,38815
17031410600,26395
17031410700,33055
17031410800,40710
17031410900,49040
17031411000,41075
17031411100,20350
17031411200,15485
17031420100,16065
17031420200,15015
17031420300,28315
17031420400,7500
17031420500,22300
17031420600,16765
17031420700,26910
17031420800,34280
17031421200,14985
17031430101,61575
17031430102,78155
17031430200,71200
17031430300,22970
17031430400,41605
17031430500,61195
17031430600,28465
17031430700,49030
17031430800,37125
17031430900,19445
17031431200,57075
17031431301,67010
17031431302,68360
17031431400,117570
17031440101,64025
17031440102,61925
17031440201,84650
17031440202,39140
17031440300,55550
17031440600,19485
17031440700,19570
17031440800,24105
17031440900,38550
17031450300,61970
17031460100,58610
17031460200,35515
17031460301,65105
17031460302,46775
17031460400,60820
17031460500,137190
17031460600,17805
17031460700,38925
17031461000,14465
17031470100,36120
17031480100,38085
17031480200,17670
17031480300,14510
17031480400,95695
17031480500,52065
17031490300,35120
17031490400,16425
17031490500,25465
17031490600,15790
17031490700,46445
17031490800,66985
17031490901,57905
17031490902,61115
17031491000,35750
17031491100,65245
17031491200,22875
17031491300,33410
17031491400,42835
17031500100,66480
17031500200,29005
17031500300,29705
17031510100,42740
17031510200,55510
17031510300,56740
17031520100,36075
17031520200,37445
17031520300,82905
17031520400,70145
17031520500,79480
17031520600,32760
17031530100,29310
17031530200,56380
17031530300,60505
17031530400,42210
17031530501,65175
17031530502,23510
17031530503,86330
17031530600,39185
17031540101,55420
17031540102,34690
17031550100,77955
17031550200,37810
17031560100,16810
17031560200,20610
17031560300,53335
17031560400,22480
17031560700,63110
17031560800,98990
17031560900,87035
17031561000,107535
17031561100,93510
17031570100,18840
17031570200,31960
17031570300,79180
17031570400,26785
17031570500,32540
17031580100,41660
17031580200,36820
17031580300,40285
17031580400,77370
17031580501,74410
17031580502,82540
17031580600,71635
17031580700,68965
17031580800,38865
17031590500,27690
17031590600,44095
17031590700,49675
17031600400,63345
17031600600,41490
17031600700,39080
17031600900,62335
17031610300,72050
17031610400,33780
17031610800,21115
17031611000,5735
17031611100,27010
17031611200,33850
17031611300,28450
17031611400,49110
17031611500,35490
17031611600,18275
17031611700,23240
17031611800,37495
17031611900,16255
17031612000,13005
17031612100,12260
17031620100,68575
17031620200,43135
17031620300,108005
17031620400,72945
17031630100,13800
17031630200,23310
17031630300,63775
17031630400,81870
17031630500,80605
17031630800,98620
17031630900,57125
17031640100,23670
17031640300,107945
17031640400,59710
17031640500,66670
17031640600,54135
17031640700,44040
17031640800,29195
17031650100,60875
17031650200,87155
17031650301,78475
17031650302,64585
17031650400,91635
17031650500,71360
17031660301,16060
17031660302,57950
17031660400,86750
17031660500,54610
17031660600,74850
17031660700,15360
17031660800,73960
17031660900,68535
17031661000,72395
17031661100,113310
17031670100,10615
17031670200,12925
17031670300,16490
17031670400,17890
17031670500,8675
17031670600,13930
17031670700,12080
17031670800,12735
17031670900,18570
17031671100,6825
17031671200,9255
17031671300,19135
17031671400,13215
17031671500,19440
17031671600,16080
17031671800,13455
17031671900,13725
17031672000,42100
17031680500,8905
17031680600,9850
17031680900,24970
17031681000,28090
17031681100,28950
17031681200,27280
17031681300,30845
17031681400,24625
17031690300,37360
17031690400,47870
17031690500,8190
17031690900,60320
17031691000,34065
17031691100,34695
17031691200,49350
17031691300,32040
17031691400,49600
17031691500,20685
17031700100,72555
17031700200,96515
17031700301,99185
17031700302,98735
17031700401,113400
17031700402,74110
17031700501,137565
17031700502,43845
17031710100,12625
17031710200,60180
17031710300,21620
17031710400,72640
17031710500,65350
17031710600,20695
17031710700,40080
17031710800,68210
17031710900,33325
17031711000,40605
17031711100,26980
17031711200,88935
17031711300,18760
17031711400,32700
17031711500,37510
17031720100,57020
17031720200,54840
17031720300,56680
17031720400,28830
17031720500,33560
17031720600,26115
17031720700,54155
17031730100,40930
17031730201,84195
17031730202,49640
17031730300,13730
17031730400,78855
17031730500,70995
17031730600,42055
17031730700,36070
17031740100,47705
17031740200,87950
17031740300,79320
17031740400,84375
17031750100,65690
17031750200,41655
17031750300,41265
17031750400,58835
17031750500,64540
17031750600,44880
17031760801,77430
17031760802,39410
17031760803,99165
17031770201,90135
17031770202,52850
17031770300,108080
17031770400,58960
17031770500,44925
17031770601,48395
17031770602,62750
17031770700,26175
17031770800,75635
17031770901,80740
17031770902,47230
17031800100,31675
17031800200,108455
17031800300,42665
17031800400,48240
17031800500,65630
17031800600,30850
17031800700,62050
17031800800,20720
17031800900,62100
17031801000,70525
17031801100,62075
17031801200,40385
17031801300,55590
17031801400,37480
17031801500,58185
17031801601,61645
17031801603,45395
17031801605,59255
17031801606,85700
17031801607,70745
17031801608,87750
17031801701,52485
17031801702,55295
17031801800,66930
17031801901,49500
17031801902,36380
17031802002,65065
17031802003,29210
17031802004,64015
17031802100,49430
17031802200,59055
17031802300,83555
17031802402,69675
17031802403,20840
17031802404,90275
17031802503,89510
17031802504,89455
17031802505,79430
17031802506,36515
17031802605,98145
17031802607,12625
17031802608,82740
17031802609,80690
17031802610,23045
17031802701,100165
17031802702,75085
17031802801,73210
17031802802,94410
17031802900,88265
17031803005,34730
17031803007,69390
17031803008,73415
17031803010,84065
17031803012,32760
17031803013,81530
17031803014,48715
17031803015,59345
17031803016,38225
17031803017,98845
17031803100,53660
17031803200,62740
17031803300,81950
17031803400,88950
17031803500,63045
17031803603,103125
17031803604,65465
17031803605,128415
17031803606,134495
17031803607,75170
17031803608,96900
17031803610,107135
17031803611,93025
17031803612,48920
17031803701,44755
17031803702,94360
17031803800,69195
17031803901,56045
17031803902,56000
17031804000,54340
17031804102,97900
17031804104,78190
17031804105,62795
17031804106,94875
17031804108,66270
17031804109,34995
17031804201,103265
17031804202,111290
17031804305,107640
17031804306,74315
17031804308,122285
17031804309,43705
17031804310,149720
17031804311,133135
17031804403,110870
17031804404,87430
17031804405,49280
17031804406,82140
17031804505,55185
17031804506,81920
17031804507,215245
17031804508,36240
17031804509,91090
17031804510,77440
17031804511,37525
17031804603,89910
17031804606,99605
17031804607,110920
17031804608,52105
17031804609,98705
17031804610,35805
17031804611,68135
17031804701,98105
17031804705,66505
17031804706,39100
17031804709,78680
17031804710,67530
17031804711,111345
17031804712,100445
17031804713,90150
17031804714,57020
17031804715,36315
17031804716,66265
17031804803,73160
17031804804,100840
17031804805,100270
17031804806,56625
17031804807,94665
17031804808,36125
17031804809,63975
17031804810,92445
17031804901,109280
17031804902,89995
17031805001,71815
17031805002,111240
17031805105,88445
17031805106,41845
17031805107,104060
17031805108,102735
17031805109,54235
17031805110,56435
17031805111,109390
17031805112,42475
17031805201,47565
17031805202,62970
17031805301,51670
17031805302,51325
17031805401,50265
17031805402,80580
17031805501,50085
17031805502,46520
17031805600,62995
17031805701,72090
17031805702,26420
17031805801,33905
17031805802,75280
17031805901,67285
17031805902,78875
17031806001,64245
17031806002,96265
17031806003,111865
17031806004,88865
17031806102,71015
17031806103,78495
17031806104,80130
17031806201,72210
17031806202,63520
17031806300,73650
17031806400,36785
17031806501,27205
17031806502,60395
17031806600,53635
17031806700,49415
17031806801,45450
17031806802,41985
17031806900,65740
17031807000,80325
17031807100,44685
17031807200,77640
17031807300,91330
17031807400,83080
17031807500,50655
17031807600,78560
17031807700,57685
17031807800,35740
17031807900,50625
17031808001,38140
17031808002,49705
17031808100,31875
17031808200,74085
17031808301,83145
17031808302,59285
17031808400,58970
17031808500,50325
17031808600,27875
17031808702,23760
17031808800,43920
17031808900,56150
17031809000,51030
17031809100,52035
17031809200,41875
17031809300,38000
17031809400,54340
17031809500,55415
17031809600,38810
17031809700,41695
17031809800,40230
17031809900,52785
17031810000,95445
17031810100,78910
17031810200,113920
17031810301,55680
17031810302,44590
17031810400,85460
17031810501,75205
17031810502,78040
17031810600,74115
17031810701,81210
17031810702,61770
17031810800,94425
17031810900,127625
17031811000,63850
17031811100,110265
17031811200,75315
17031811301,55020
17031811302,38465
17031811401,62805
17031811402,62730
17031811500,97385
17031811600,94060
17031811701,58970
17031811702,74045
17031811800,60820
17031811900,88275
17031812000,61730
17031812100,81410
17031812200,61035
17031812301,73150
17031812302,43330
17031812400,48395
17031812500,50130
17031812600,56875
17031812700,54960
17031812801,63105
17031812802,53545
17031812900,82160
17031813000,68525
17031813100,93995
17031813200,72245
17031813301,43545
17031813302,43835
17031813400,100390
17031813500,112520
17031813600,72695
17031813701,55075
17031813702,54100
17031813801,35205
17031813802,67995
17031813900,82075
17031814000,63300
17031814100,74170
17031814200,92745
17031814300,58110
17031814400,115385
17031814500,75860
17031814600,87105
17031814700,89770
17031814800,98965
17031814900,87210
17031815000,62315
17031815100,75310
17031815200,112580
17031815300,51355
17031815400,71100
17031815500,135150
17031815600,74555
17031815701,55150
17031815702,79355
17031815800,16745
17031815900,91660
17031816000,62995
17031816100,99320
17031816200,54150
17031816300,71570
17031816401,66400
17031816402,58760
17031816500,39485
17031816600,51575
17031816700,37140
17031816800,64045
17031816900,79835
17031817000,59130
17031817101,62075
17031817102,41620
17031817200,53470
17031817300,31455
17031817400,64090
17031817500,41675
17031817600,51165
17031817700,70765
17031817900,97400
17031818000,54000
17031818100,38710
17031818200,74755
17031818300,84855
17031818401,45535
17031818402,49940
17031818500,72670
17031818600,81210
17031818700,65265
17031818800,73105
17031818900,62385
17031819000,56940
17031819100,45875
17031819200,90905
17031819300,43615
17031819400,85285
17031819500,48230
17031819600,56275
17031819700,72455
17031819801,68230
17031819802,35490
17031819900,43945
17031820000,28905
17031820101,88675
17031820103,62605
17031820104,60720
17031820201,101465
17031820202,41115
17031820300,74230
17031820400,67945
17031820501,110765
17031820502,57365
17031820603,85900
17031820604,45975
17031820605,78680
17031820606,59165
17031820700,99305
17031820800,61495
17031820901,89465
17031820902,88905
17031821001,72045
17031821002,81855
17031821101,61230
17031821102,65570
17031821200,104495
17031821300,72200
17031821401,54890
17031821402,49055
17031821500,22165
17031821600,64610
17031821700,75870
17031821800,100065
17031821900,71975
17031822000,56850
17031822101,71380
17031822102,67780
17031822200,66260
17031822301,56235
17031822302,48965
17031822400,75585
17031822500,66665
17031822601,72490
17031822602,107160
17031822701,74595
17031822702,54335
17031822801,60280
17031822802,41765
17031822900,25245
17031823001,97850
17031823002,76785
17031823101,63120
17031823102,60005
17031823200,74255
17031823302,75215
17031823303,79535
17031823304,94535
17031823400,73715
17031823500,66145
17031823602,102010
17031823603,23770
17031823604,54060
17031823605,47070
17031823702,90155
17031823703,129870
17031823704,60435
17031823705,52165
17031823801,89305
17031823803,85910
17031823805,44700
17031823806,51165
17031823901,52875
17031823903,62850
17031823904,53455
17031824003,89755
17031824004,73130
17031824005,102805
17031824006,73840
17031824105,113825
17031824106,114810
17031824107,88700
17031824108,152015
17031824113,122075
17031824114,88945
17031824115,53710
17031824116,87750
17031824117,168380
17031824119,92665
17031824120,162485
17031824121,52405
17031824122,106245
17031824123,124580
17031824300,41805
17031824400,22435
17031824503,104160
17031824505,108610
17031824506,95535
17031824507,59495
17031824601,76970
17031824602,85880
17031824701,59010
17031824702,68420
17031824800,105735
17031824900,39475
17031825000,77115
17031825200,40680
17031825302,106155
17031825303,57200
17031825304,59875
17031825400,88900
17031825501,70515
17031825503,95825
17031825504,54460
17031825505,72735
17031825600,65840
17031825700,63780
17031825801,62315
17031825802,95595
17031825803,98310
17031825900,67085
17031826000,33100
17031826100,76865
17031826201,47295
17031826202,82570
17031826301,64910
17031826303,66880
17031826304,39925
17031826401,60085
17031826402,77515
17031826500,103140
17031826600,99360
17031826700,70310
17031826800,60825
17031826901,18475
17031826902,16975
17031827000,51810
17031827100,28355
17031827200,57820
17031827300,29530
17031827400,37280
17031827500,43355
17031827600,35145
17031827700,35860
17031827801,78180
17031827802,48500
17031827804,40040
17031827805,50895
17031827901,31630
17031827902,57875
17031828000,64970
17031828100,68415
17031828201,61620
17031828202,73865
17031828300,40290
17031828401,62110
17031828402,54325
17031828503,50830
17031828504,88085
17031828505,93235
17031828506,134720
17031828601,62605
17031828602,66140
17031828701,78235
17031828702,70145
17031828801,78390
17031828802,50080
17031828900,38405
17031829000,9165
17031829100,30480
17031829200,57905
17031829301,51155
17031829302,43060
17031829401,7350
17031829402,45235
17031829500,39855
17031829600,37720
17031829700,41290
17031829800,95335
17031829901,156245
17031829902,75695
17031830001,27410
17031830003,153240
17031830004,123000
17031830005,58160
17031830006,50240
17031830007,59360
17031830008,83565
17031830100,40235
17031830201,92125
17031830202,57275
17031830300,61530
17031830400,58180
17031830500,49450
17031830600,109525
17031830700,75485
17031830800,67920
17031830900,64750
17031831000,48710
17031831100,145710
17031831200,85685
17031831300,17680
17031831400,40035
17031831500,73880
17031831600,117830
17031831700,49820
17031831800,99750
17031831900,78955
17031832000,41780
17031832100,90965
17031832200,67090
17031832300,41515
17031832400,64500
17031832500,56400
17031832600,76795
17031832900,38390
17031833000,69740
17031833100,119945
17031833300,35640
17031833900,36795
17031834000,52525
17031834200,87845
17031834300,98540
17031834400,71970
17031834500,15420
17031834600,19930
17031834700,10675
17031834800,14435
17031834900,10445
17031835000,67465
17031835100,71700
17031835200,28610
17031835500,15815
17031835600,5715
17031835700,null
17031835800,25970
17031835900,33060
17031836000,50575
17031836100,20670
17031836200,5435
17031836300,18880
17031836400,43970
17031836500,34210
17031836600,42095
17031836700,29510
17031836800,17690
17031836900,17340
17031837000,21360
17031837100,14880
17031837300,27270
17031837400,32975
17031837800,29780
17031838000,28445
17031838100,24340
17031838200,20715
17031838300,29790
17031838600,18065
17031838700,47360
17031838800,33670
17031839000,161625
17031839100,113655
17031839200,31930
17031839500,13840
17031839600,21505
17031839700,73795
17031839800,38570
17031839900,62430
17031840000,34830
17031840100,49355
17031840200,34300
17031840300,46995
17031840400,47625
17031840700,50690
17031840800,42925
17031841000,17205
17031841100,90710
17031841200,75480
17031841300,69375
17031841400,15405
17031841500,34170
17031841600,6770
17031841700,16285
17031841800,30355
17031841900,64675
17031842000,16280
17031842100,115730
17031842200,58530
17031842300,53680
17031842400,41505
17031842500,17670
17031842600,76495
17031842800,70670
17031842900,28545
17031843000,27270
17031843100,20075
17031843200,48515
17031843300,33215
17031843400,16890
17031843500,16395
17031843600,45085
17031843700,41440
17031843800,18180
17031843900,42625
17031980000,-
17031980100,-
17031990000,-